id,64,287,190,312,268,288,185,307,92,271,315
64,0.0,0.3078848046978337,0.836356812271109,0.28811221150894795,0.32443526350554097,0.3515182438794954,0.34866800327583736,0.352318525376639,0.24405933537725277,0.3517095761366439,0.3067128759503235
287,0.3078848046978337,0.0,0.8408226508810499,0.28178220114783475,0.24738071811780907,0.2518015474970466,0.25894030806173624,0.25754576338203256,0.345500945957033,0.257938109254618,0.2865140648256088
190,0.836356812271109,0.8408226508810499,0.0,0.7773252891919317,0.7543723855720169,0.7768690798845277,0.7459986835327554,0.7860996281002379,0.8277528805524594,0.7411813363529832,0.7694192265487355
312,0.28811221150894795,0.28178220114783475,0.7773252891919317,0.0,0.11557915597819658,0.10853938239492673,0.10638253677990295,0.09697796149265753,0.22186502702685504,0.11287722791803784,0.061274062526983544
268,0.32443526350554097,0.24738071811780907,0.7543723855720169,0.11557915597819658,0.0,0.11769483589779271,0.0954951121590448,0.10296006826604047,0.2321466234850087,0.07289310924505206,0.11149984168905402
288,0.3515182438794954,0.2518015474970466,0.7768690798845277,0.10853938239492673,0.11769483589779271,0.0,0.1149732252901319,0.04441397577950081,0.25458684014624094,0.1043103978800447,0.1245563765578897
185,0.34866800327583736,0.25894030806173624,0.7459986835327554,0.10638253677990295,0.0954951121590448,0.1149732252901319,0.0,0.09050465467019085,0.2608744678400214,0.07772421825522517,0.10542412158167706
307,0.352318525376639,0.25754576338203256,0.7860996281002379,0.09697796149265753,0.10296006826604047,0.04441397577950081,0.09050465467019085,0.0,0.25170978301876074,0.089379745447838,0.11222165153328234
92,0.24405933537725277,0.345500945957033,0.8277528805524594,0.22186502702685504,0.2321466234850087,0.25458684014624094,0.2608744678400214,0.25170978301876074,0.0,0.26458537194120135,0.2471973202126699
271,0.3517095761366439,0.257938109254618,0.7411813363529832,0.11287722791803784,0.07289310924505206,0.1043103978800447,0.07772421825522517,0.089379745447838,0.26458537194120135,0.0,0.10880075871253993
315,0.3067128759503235,0.2865140648256088,0.7694192265487355,0.061274062526983544,0.11149984168905402,0.1245563765578897,0.10542412158167706,0.11222165153328234,0.2471973202126699,0.10880075871253993,0.0
